Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($),
3399,1/12/2006,Turistas,"$10,000,000","$14,321,070","$7,027,762",
3400,11/11/2016,Shut In,"$10,000,000","$8,457,974","$6,900,335",
3401,11/2/2011,Cedar Rapids,"$10,000,000","$7,862,131","$6,861,102",
3402,11/30/2012,The Collection,"$10,000,000","$8,890,094","$6,810,754",
3403,10/30/1998,American History X,"$10,000,000","$6,719,864","$6,719,864",
3404,1/16/2004,Teacher's Pet: The Movie,"$10,000,000","$6,491,969","$6,491,969",
3405,10/15/1999,The Straight Story,"$10,000,000","$6,197,866","$6,197,866",
3406,3/5/2002,Deuces Wild,"$10,000,000","$6,244,618","$6,044,618",
3407,3/28/2008,"Run, Fatboy, Run","$10,000,000","$33,512,260","$6,003,262",
3408,12/18/1981,Heartbeeps,"$10,000,000","$6,000,000","$6,000,000",
3409,3/20/2015,Danny Collins,"$10,000,000","$7,501,132","$5,637,066",
3410,4/7/2007,Rescue Dawn,"$10,000,000","$7,037,886","$5,490,423",
3411,5/4/2000,Black and White,"$10,000,000","$5,241,315","$5,241,315",
3412,6/18/2010,Io sono l’amore,"$10,000,000","$15,132,211","$5,005,465",
3413,10/26/2001,On the Line,"$10,000,000","$4,690,802","$4,365,455",
3414,3/16/2012,"Jeff, Who Lives at Home","$10,000,000","$4,708,127","$4,269,426",
3415,3/30/2016,Everybody Wants Some,"$10,000,000","$5,437,126","$3,400,278",
3416,4/10/1996,Crash,"$10,000,000","$3,357,324","$3,357,324",
3417,12/10/2012,Atlas Shrugged: Part II,"$10,000,000","$3,336,053","$3,336,053",
3418,4/2/1994,Romeo Is Bleeding,"$10,000,000","$3,275,585","$3,275,585",
3419,8/10/1999,The Limey,"$10,000,000","$6,030,047","$3,193,102",
3420,11/14/2014,Rosewater,"$10,000,000","$3,168,858","$3,128,941",
3421,12/22/2000,The House of Mirth,"$10,000,000","$5,149,131","$3,041,803",
3422,1/5/1987,Malone,"$10,000,000","$3,000,000","$3,000,000",
3423,2/6/2006,Peaceful Warrior,"$10,000,000","$3,260,179","$2,893,666",
3424,9/9/2011,Bucky Larson: Born to Be a Star,"$10,000,000","$2,529,395","$2,529,395",
3425,6/10/2000,Bamboozled,"$10,000,000","$2,373,937","$2,185,266",
3426,11/2/1981,Sphinx,"$10,000,000","$11,400,000","$2,000,000",
3427,3/5/2013,The Iceman,"$10,000,000","$3,623,609","$1,930,282",
3428,4/21/2017,Free Fire,"$10,000,000","$3,565,109","$1,799,322",
3429,6/24/2011,A Better Life,"$10,000,000","$1,884,251","$1,759,252",
3430,2/28/2003,Spider,"$10,000,000","$1,641,788","$1,641,788",
3431,4/2/2000,Gun Shy,"$10,000,000","$1,638,202","$1,638,202",
3432,12/27/2002,Nicholas Nickleby,"$10,000,000","$1,562,800","$1,562,800",
3433,4/16/2010,The Joneses,"$10,000,000","$3,541,565","$1,475,746",
3434,6/23/2006,Krrish,"$10,000,000","$32,430,721","$1,430,721",
3435,7/27/2012,Killer Joe,"$10,000,000","$4,659,110","$1,291,645",
3436,11/8/2000,Cecil B. Demented,"$10,000,000","$1,953,882","$1,276,984",
3437,3/21/2014,50 to 1,"$10,000,000","$1,069,454","$1,069,454",
3438,2/5/2003,Owning Mahowny,"$10,000,000","$1,011,054","$1,011,054",
3439,10/19/2007,The Ten Commandments,"$10,000,000","$1,051,907","$952,820",
3440,7/9/2007,The Brothers Solomon,"$10,000,000","$900,926","$900,926",
3441,4/4/2008,My Blueberry Nights,"$10,000,000","$22,198,996","$866,778",
3442,6/8/1999,Illuminata,"$10,000,000","$836,641","$836,641",
3443,1/20/2012,Coriolanus,"$10,000,000","$1,049,641","$749,641",
3444,11/10/2002,Swept Away,"$10,000,000","$598,645","$598,645",
3445,5/23/2008,"War, Inc.","$10,000,000","$1,299,855","$580,862",
3446,2/4/2004,Shaolin Soccer,"$10,000,000","$42,776,032","$488,872",
3447,8/27/2004,The Brown Bunny,"$10,000,000","$630,427","$366,301",
3448,9/14/2007,King of California,"$10,000,000","$1,165,102","$268,461",
3449,12/25/1998,The Swindle,"$10,000,000","$5,045,359","$245,359",
3450,8/14/1998,La femme de chambre du Titanic,"$10,000,000","$244,465","$244,465",
3451,12/17/2004,Imaginary Heroes,"$10,000,000","$290,875","$228,524",
3452,10/26/2001,High Heels and Low Lifes,"$10,000,000","$226,792","$226,792",
3453,8/21/2009,World's Greatest Dad,"$10,000,000","$295,750","$221,805",
3454,3/5/2013,"Cinco de Mayo, La Batalla","$10,000,000","$173,472","$173,472",
3455,10/29/2010,Welcome to the Rileys,"$10,000,000","$355,919","$152,857",
3456,9/9/2016,Kicks,"$10,000,000","$150,191","$150,191",
3457,9/10/2009,Free Style,"$10,000,000","$721,108","$141,108",
3458,5/18/2007,Severance,"$10,000,000","$5,950,002","$137,221",
3459,7/14/2006,Edmond,"$10,000,000","$241,719","$131,719",
3460,4/23/2010,Joheunnom nabbeunnom isanghannom,"$10,000,000","$42,226,657","$128,486",
3461,8/26/1994,Police Academy 7: Mission to Moscow,"$10,000,000","$126,247","$126,247",
3462,2/19/2010,Blood Done Sign My Name,"$10,000,000","$109,383","$109,383",
3463,2/19/2010,The Good Guy,"$10,000,000","$106,466","$100,688",
3464,10/23/2009,Motherhood,"$10,000,000","$723,388","$93,388",
3465,10/15/2004,Eulogy,"$10,000,000","$70,527","$70,527",
3466,7/11/2014,Elsa & Fred,"$10,000,000","$109,144","$67,657",
3467,2/27/1998,An Alan Smithee Film: Burn Hollywood Burn,"$10,000,000","$45,779","$45,779",
3468,8/28/2009,The Open Road,"$10,000,000","$19,716","$19,716",
3469,10/7/2015,Strangerland,"$10,000,000","$161,097","$17,472",
3470,3/13/2015,Hross i oss,"$10,000,000","$11,894","$11,894",
3471,10/16/2009,Janky Promoters,"$10,000,000","$9,069","$9,069",
3472,12/21/2007,Blonde Ambition,"$10,000,000","$1,537,479","$6,422",
3473,6/8/2010,The Oxford Murders,"$10,000,000","$17,704,131","$4,803",
3474,12/26/2014,Barbecue,"$10,000,000","$173,613",$388,
3475,12/31/2010,The Reef,"$10,000,000","$15,037,867",$0,
3476,8/1/2008,White Noise 2: The Light,"$10,000,000","$8,243,567",$0,
3477,8/10/2010,It's a Wonderful Afterlife,"$10,000,000","$1,642,939",$0,
3478,6/21/2011,You Got Served: Beat The World,"$10,000,000","$1,230,542",$0,
3479,8/21/2009,Fifty Dead Men Walking,"$10,000,000","$997,921",$0,
3480,9/26/2014,Plastic,"$10,000,000","$552,641",$0,
3481,10/3/2015,Jungle Shuffle,"$10,000,000","$314,073",$0,
3482,9/22/2009,Adam Resurrected,"$10,000,000","$90,909",$0,
3483,2/18/1983,Lovesick,"$10,100,000","$10,143,618","$10,143,618",
3300,4/30/2010,Housefull,"$10,100,000","$18,726,300","$1,183,658",
3301,8/24/2007,September Dawn,"$10,100,000","$1,066,555","$1,066,555",
3302,2/11/2001,Le Fabuleux destin d'Amélie Poulain,"$10,350,000","$174,201,661","$33,201,661",
3299,2/20/2004,The Blue Butterfly,"$10,400,000","$1,610,194","$1,610,194",
3298,11/6/1982,ET: The Extra-Terrestrial,"$10,500,000","$792,965,326","$435,110,554",
3294,2/4/1968,2001: A Space Odyssey,"$10,500,000","$68,700,000","$56,700,000",
3295,4/20/2007,In the Land of Women,"$10,500,000","$14,140,402","$11,052,958",
3296,12/31/1994,There Goes My Baby,"$10,500,000","$125,169","$125,169",
3297,12/25/2004,Darkness,"$10,600,000","$34,409,206","$22,163,442",
3292,6/12/2013,The Last Days on Mars,"$10,600,000","$261,364","$24,084",
3293,4/6/1982,Poltergeist,"$10,700,000","$121,706,019","$74,706,019",
3290,6/18/1999,An Ideal Husband,"$10,700,000","$31,341,183","$18,542,974",
3291,11/8/2006,Kabhi Alvida Naa Kehna,"$10,750,000","$32,575,443","$3,275,443",
3289,10/24/2008,Saw V,"$10,800,000","$118,209,778","$56,746,769",
3286,5/25/2012,Les Intouchables,"$10,800,000","$484,873,045","$13,182,281",
3287,4/27/2007,Jindabyne,"$10,800,000","$2,862,544","$399,879",
3288,10/7/2015,The Gallows,"$100,000","$41,753,881","$22,764,410",
5295,9/29/2006,Facing the Giants,"$100,000","$10,243,159","$10,178,331",
5296,1/1/1977,Eraserhead,"$100,000","$7,012,524","$7,000,000",
5297,1/3/1987,Hollywood Shuffle,"$100,000","$5,228,617","$5,228,617",
5298,9/17/1920,Over the Hill to the Poorhouse,"$100,000","$3,000,000","$3,000,000",
5299,9/10/1998,The Mighty,"$100,000","$6,121,582","$2,652,246",
5300,10/5/1980,Penitentiary,"$100,000","$287,000","$287,000",
5301,6/2/2004,The Lost Skeleton of Cadavra,"$100,000","$110,536","$110,536",
5302,3/21/2014,Cheap Thrills,"$100,000","$59,424","$59,424",
5303,6/19/2014,The Past is a Grotesque Animal,"$100,000","$20,056","$20,056",
5304,9/11/2001,Keeping it Real: The Adventures of Greg Walloch,"$100,000","$1,358","$1,358",
5305,11/15/2002,Harry Potter and the Chamber of Secrets,"$100,000,000","$878,979,634","$261,987,880",
326,2/7/1991,Terminator 2: Judgment Day,"$100,000,000","$513,815,401","$201,858,746",
327,6/16/1995,Batman Forever,"$100,000,000","$336,529,144","$184,031,112",
328,7/27/2001,Planet of the Apes,"$100,000,000","$362,211,740","$180,011,740",
329,11/19/2004,National Treasure,"$100,000,000","$331,323,410","$173,005,002",
330,12/25/2012,Django Unchained,"$100,000,000","$449,948,323","$162,805,434",
331,12/22/2010,Little Fockers,"$100,000,000","$310,650,574","$148,438,600",
332,7/15/1994,True Lies,"$100,000,000","$365,300,000","$146,282,411",
333,2/11/2007,American Gangster,"$100,000,000","$267,985,456","$130,164,645",
334,9/18/2009,Cloudy with a Chance of Meatballs,"$100,000,000","$236,827,677","$124,870,275",
335,6/8/2010,The Other Guys,"$100,000,000","$170,936,470","$119,219,978",
336,12/17/2004,Lemony Snicket's A Series of Unfortunate Events,"$100,000,000","$212,956,024","$118,627,117",
337,12/25/2013,The Wolf of Wall Street,"$100,000,000","$391,976,723","$116,900,694",
338,5/24/2013,Epic,"$100,000,000","$262,794,441","$107,518,682",
339,6/21/1996,Eraser,"$100,000,000","$234,400,000","$101,295,562",
340,6/21/1996,The Hunchback of Notre Dame,"$100,000,000","$325,500,000","$100,138,851",
341,12/15/2000,The Emperor's New Groove,"$100,000,000","$169,296,573","$89,296,573",
342,8/17/2012,The Expendables 2,"$100,000,000","$311,979,256","$85,028,192",
343,10/16/2009,Where the Wild Things Are,"$100,000,000","$99,123,656","$77,233,467",
344,12/15/2006,Eragon,"$100,000,000","$249,488,115","$75,030,163",
345,7/25/2014,Hercules,"$100,000,000","$243,388,614","$72,688,614",
346,10/12/2010,The Tourist,"$100,000,000","$278,731,369","$67,631,157",
347,11/24/1999,End of Days,"$100,000,000","$212,026,975","$66,889,043",
348,11/6/2004,The Stepford Wives,"$100,000,000","$96,221,971","$59,475,623",
349,8/6/2007,Surf's Up,"$100,000,000","$145,395,745","$58,867,694",
350,8/12/2006,Blood Diamond,"$100,000,000","$171,377,916","$57,377,916",
351,9/24/2010,Legend of the Guardians: The Owls of Ga'Hoole,"$100,000,000","$139,716,717","$55,675,313",
352,7/11/1997,Starship Troopers,"$100,000,000","$121,100,000","$54,768,952",
353,5/6/2009,Land of the Lost,"$100,000,000","$69,548,641","$49,438,370",
354,12/25/2003,Peter Pan,"$100,000,000","$95,255,485","$48,417,850",
355,7/23/2004,Catwoman,"$100,000,000","$82,145,379","$40,202,379",
356,8/15/2014,The Expendables 3,"$100,000,000","$209,461,378","$39,322,544",
357,11/27/2002,Treasure Planet,"$100,000,000","$91,800,000","$38,120,554",
358,12/3/2010,Green Zone,"$100,000,000","$97,523,020","$35,497,337",
359,12/25/2015,Point Break,"$100,000,000","$128,131,571","$28,782,481",
360,11/12/2015,In the Heart of the Sea,"$100,000,000","$90,420,758","$25,020,758",
361,4/18/2014,Transcendence,"$100,000,000","$103,039,258","$23,022,309",
362,2/18/2005,Son of the Mask,"$100,000,000","$59,918,422","$17,018,422",
363,8/16/2002,The Adventures of Pluto Nash,"$100,000,000","$7,094,995","$4,411,102",
364,1/20/2012,Jin líng shí san chai,"$100,000,000","$98,227,017","$311,434",
365,11/17/2006,Casino Royale,"$102,000,000","$594,420,283","$167,365,000",
323,6/21/2002,Minority Report,"$102,000,000","$358,824,714","$132,024,714",
324,10/26/2012,Cloud Atlas,"$102,000,000","$130,673,154","$27,108,272",
325,1/7/2009,Public Enemies,"$102,500,000","$212,282,709","$97,104,620",
322,3/10/2003,The Work and the Story,"$103,000","$16,137","$16,137",
5294,5/5/2000,Gladiator,"$103,000,000","$457,683,805","$187,683,805",
319,5/23/2013,The Hangover 3,"$103,000,000","$362,000,072","$112,200,072",
320,9/6/2000,Gone in 60 Seconds,"$103,300,000","$232,643,008","$101,643,008",
318,7/16/2004,"I, Robot","$105,000,000","$348,629,585","$144,801,023",
312,12/17/1999,Stuart Little,"$105,000,000","$298,815,224","$140,015,224",
313,11/25/2009,The Princess and the Frog,"$105,000,000","$270,997,378","$104,400,899",
314,7/3/2008,"10,000 B.C.","$105,000,000","$269,065,678","$94,784,201",
315,7/22/2016,Ice Age: Collision Course,"$105,000,000","$403,841,637","$64,063,008",
316,4/27/2001,Town & Country,"$105,000,000","$10,364,769","$6,712,451",
317,2/10/2015,The Martian,"$108,000,000","$663,851,905","$228,433,663",
311,12/19/2001,The Lord of the Rings: The Fellowship of the Ring,"$109,000,000","$887,210,985","$315,544,750",
308,11/21/2003,The Cat in the Hat,"$109,000,000","$133,818,283","$101,018,283",
309,12/25/2001,Ali,"$109,000,000","$87,683,966","$58,183,966",
310,5/25/1977,Star Wars Ep. IV: A New Hope,"$11,000,000","$786,598,007","$460,998,007",
3239,8/6/1984,Gremlins,"$11,000,000","$148,168,459","$148,168,459",
3240,12/22/1965,Doctor Zhivago,"$11,000,000","$111,859,493","$111,721,000",
3241,10/12/2010,The Fighter,"$11,000,000","$129,262,388","$93,617,009",
3242,10/24/2008,High School Musical 3: Senior Year,"$11,000,000","$274,392,880","$90,559,416",
3243,12/27/1991,Fried Green Tomatoes,"$11,000,000","$81,204,830","$81,204,830",
3244,9/22/2006,Jackass: Number Two,"$11,000,000","$85,278,712","$72,778,712",
3245,3/13/1992,My Cousin Vinny,"$11,000,000","$52,929,168","$52,929,168",
3246,8/22/2014,If I Stay,"$11,000,000","$78,356,170","$50,474,843",
3247,7/4/1989,Major League,"$11,000,000","$49,793,054","$49,793,054",
3248,4/4/2003,Phone Booth,"$11,000,000","$97,837,138","$46,566,212",
3249,1/25/2002,A Walk to Remember,"$11,000,000","$46,060,915","$41,227,069",
3250,12/29/1995,Dead Man Walking,"$11,000,000","$83,088,295","$39,387,284",
3251,4/11/2015,Brooklyn,"$11,000,000","$62,076,141","$38,322,743",
3252,5/3/1999,Cruel Intentions,"$11,000,000","$75,803,716","$38,230,075",
3253,10/17/2008,The Secret Life of Bees,"$11,000,000","$39,984,023","$37,770,162",
3254,1/4/2015,Woman in Gold,"$11,000,000","$56,758,138","$33,307,793",
3255,12/6/1981,History of the World: Part I,"$11,000,000","$31,672,000","$31,672,000",
3256,10/23/2009,Saw VI,"$11,000,000","$69,752,402","$27,693,292",
3257,12/10/2001,Corky Romano,"$11,000,000","$25,116,103","$23,978,402",
3258,7/8/1992,Raising Cain,"$11,000,000","$21,171,695","$21,171,695",
3259,4/13/1978,F.I.S.T,"$11,000,000","$20,388,920","$20,388,920",
3260,1/1/1975,Barry Lyndon,"$11,000,000","$20,169,934","$20,000,000",
3261,11/1/2013,Quartet,"$11,000,000","$56,178,935","$18,388,357",
3262,11/21/2001,Out Cold,"$11,000,000","$14,786,394","$13,906,394",
3263,10/13/2000,The Ladies Man,"$11,000,000","$13,719,474","$13,592,872",
3264,3/30/2001,Tomcats,"$11,000,000","$13,558,739","$13,558,739",
3265,6/12/2013,Inside Llewyn Davis,"$11,000,000","$32,943,247","$13,248,209",
3266,12/4/2002,Frailty,"$11,000,000","$19,947,280","$13,110,448",
3267,2/19/1993,Army of Darkness,"$11,000,000","$21,502,976","$11,502,976",
3268,12/11/2004,Kinsey,"$11,000,000","$13,000,959","$10,214,647",
3269,12/25/1993,What's Eating Gilbert Grape,"$11,000,000","$9,170,214","$9,170,214",
3270,1/2/2002,Slackers,"$11,000,000","$4,814,244","$4,814,244",
3271,9/26/2003,The Gospel of John,"$11,000,000","$4,234,355","$4,068,087",
3272,10/10/2004,Vera Drake,"$11,000,000","$13,353,855","$3,753,806",
3273,1/31/2003,The Guru,"$11,000,000","$24,150,550","$3,051,221",
3274,12/14/1995,Othello,"$11,000,000","$2,844,379","$2,844,379",
3275,12/5/1995,The Perez Family,"$11,000,000","$2,794,056","$2,794,056",
3276,1/1/1970,The Molly Maguires,"$11,000,000","$2,200,000","$2,200,000",
3277,1/1/1991,Return to the Blue Lagoon,"$11,000,000","$2,000,000","$2,000,000",
3278,7/9/2007,Romance and Cigarettes,"$11,000,000","$3,231,251","$551,002",
3279,10/11/2006,Copying Beethoven,"$11,000,000","$6,586,324","$355,968",
3280,8/26/2011,Brighton Rock,"$11,000,000","$229,653","$229,653",
3281,11/16/2012,Le prénom,"$11,000,000","$25,307,405","$61,611",
3282,8/5/2015,La famille Bélier,"$11,000,000","$74,056,184",$0,
3283,4/5/2012,LOL,"$11,000,000","$10,431,506",$0,
3284,5/2/2016,Misconduct,"$11,000,000","$2,124,005",$0,
3285,9/10/2009,St. Trinian’s,"$11,400,000","$29,830,239","$15,000",
3238,4/21/1989,Pet Sematary,"$11,500,000","$57,469,179","$57,469,179",
3235,1/22/2016,Dirty Grandpa,"$11,500,000","$99,930,262","$35,593,113",
3236,9/23/2016,The Dressmaker,"$11,900,000","$24,041,617","$2,022,115",
3232,10/12/1999,Diamonds,"$11,900,000","$81,897","$81,897",
3233,3/20/1998,Madadayo,"$11,900,000","$48,856","$48,856",
3234,8/2/1915,The Birth of a Nation,"$110,000","$11,000,000","$10,000,000",
5293,4/10/2013,Gravity,"$110,000,000","$695,941,797","$274,092,705",
282,12/22/2006,Night at the Museum,"$110,000,000","$579,446,407","$250,863,268",
283,10/6/2005,Mr. and Mrs. Smith,"$110,000,000","$486,124,090","$186,336,279",
284,5/29/2015,San Andreas,"$110,000,000","$469,590,832","$155,190,832",
285,7/29/2011,The Smurfs,"$110,000,000","$563,749,323","$142,614,158",
286,6/27/2007,Live Free or Die Hard,"$110,000,000","$382,288,147","$134,529,403",
287,3/20/2015,The Divergent Series: Insurgent,"$110,000,000","$295,279,072","$130,179,072",
288,10/12/2004,Ocean's Twelve,"$110,000,000","$362,989,076","$125,531,634",
289,12/19/1997,Tomorrow Never Dies,"$110,000,000","$339,504,276","$125,304,276",
290,6/28/2000,The Patriot,"$110,000,000","$215,300,000","$113,330,342",
291,7/3/2014,300: Rise of an Empire,"$110,000,000","$330,780,051","$106,580,051",
292,12/17/2004,The Aviator,"$110,000,000","$208,370,892","$102,608,827",
293,12/21/2016,Passengers,"$110,000,000","$302,211,243","$100,014,092",
294,1/14/2011,The Green Hornet,"$110,000,000","$229,155,503","$98,780,042",
295,9/30/2016,Miss Peregrine’s Home for Peculiar Children,"$110,000,000","$296,642,834","$87,242,834",
296,7/10/2011,Real Steel,"$110,000,000","$263,880,341","$85,463,309",
297,11/6/2010,The A-Team,"$110,000,000","$177,241,171","$77,222,099",
298,7/31/2013,The Smurfs 2,"$110,000,000","$348,547,523","$71,017,784",
299,3/18/2016,The Divergent Series: Allegiant,"$110,000,000","$171,484,051","$66,184,051",
300,12/6/2009,The Taking of Pelham 123,"$110,000,000","$152,364,370","$65,452,312",
301,1/11/2013,Ender's Game,"$110,000,000","$127,983,283","$61,737,191",
302,2/4/2004,Home on the Range,"$110,000,000","$76,482,461","$50,026,353",
303,6/13/1997,Speed 2: Cruise Control,"$110,000,000","$150,468,000","$48,097,081",
304,6/5/2005,Kingdom of Heaven,"$110,000,000","$218,853,353","$47,398,413",
305,3/31/2017,Ghost in the Shell,"$110,000,000","$167,918,847","$40,563,557",
306,6/16/2004,Around the World in 80 Days,"$110,000,000","$72,004,159","$24,004,159",
307,12/25/2010,Gulliver's Travels,"$112,000,000","$232,017,848","$42,779,261",
281,4/7/2008,Astérix aux Jeux Olympiques,"$113,500,000","$132,999,811","$999,811",
280,1/10/1968,Night of the Living Dead,"$114,000","$30,000,000","$12,000,000",
5292,5/19/1999,Star Wars Ep. I: The Phantom Menace,"$115,000,000","$1,027,044,677","$474,544,677",
272,5/19/2005,Star Wars Ep. III: Revenge of the Sith,"$115,000,000","$848,998,877","$380,270,577",
273,5/16/2002,Star Wars Ep. II: Attack of the Clones,"$115,000,000","$656,695,615","$310,676,740",
274,2/11/2001,"Monsters, Inc.","$115,000,000","$559,757,719","$289,423,425",
275,7/26/2013,The Wolverine,"$115,000,000","$416,456,852","$132,556,852",
276,7/2/1997,Dante's Peak,"$115,000,000","$178,200,000","$67,163,857",
277,4/22/2016,The Huntsman: Winter’s War,"$115,000,000","$165,149,302","$48,003,015",
278,6/14/2002,Windtalkers,"$115,000,000","$77,628,265","$40,914,068",
279,6/23/2010,Knight and Day,"$117,000,000","$258,751,370","$76,423,035",
271,11/4/1997,Pink Flamingos,"$12,000","$413,802","$413,802",
5372,4/28/2006,Grip: A Criminal's Story,"$12,000","$1,336","$1,336",
5373,6/20/1975,Jaws,"$12,000,000","$470,700,000","$260,000,000",
3120,12/26/1973,The Exorcist,"$12,000,000","$400,214,478","$202,347,346",
3121,6/6/2014,The Fault in Our Stars,"$12,000,000","$307,166,834","$124,872,350",
3122,9/7/1999,American Pie,"$12,000,000","$234,723,148","$101,800,948",
3123,4/20/2012,Think Like a Man,"$12,000,000","$113,373,764","$91,547,205",
3124,4/16/2014,Heaven is for Real,"$12,000,000","$100,919,111","$91,386,097",
3125,12/12/1986,The Golden Child,"$12,000,000","$79,817,937","$79,817,937",
3126,4/6/1982,Star Trek II: The Wrath of Khan,"$12,000,000","$95,800,000","$78,912,963",
3127,9/13/2002,Barbershop,"$12,000,000","$77,063,461","$75,781,642",
3128,3/6/1983,WarGames,"$12,000,000","$74,433,837","$74,433,837",
3129,4/2/1994,Ace Ventura: Pet Detective,"$12,000,000","$107,217,396","$72,217,396",
3130,2/24/2012,Act of Valor,"$12,000,000","$82,497,035","$70,012,847",
3131,8/2/1985,Witness,"$12,000,000","$65,532,576","$65,532,576",
3132,11/8/2006,Step Up,"$12,000,000","$110,989,157","$65,328,121",
3133,3/2/2012,Chronicle,"$12,000,000","$123,681,790","$64,575,175",
